t             ,x             ,y             ,z             
3111219095000 , -0.1268536952, -0.0740792279, -1.0954860307
3111246020000 , -0.3323157273, -0.0649105656, -1.1347406021
3111254852000 , -0.6198546065, -0.1181766566, -1.0743090150
3111279052000 , -0.9613143451, -0.2522942477, -0.9086163465
3111294942000 , -1.3118976837, -0.4697489147, -0.6395217709
3111314928000 , -1.6168171104, -0.7546738466, -0.2753284038
3111334942000 , -1.8206723506, -1.0747262056,  0.1701048448
3111354913000 , -1.8775788084, -1.3869701743,  0.6778626359
3111374913000 , -1.7602845771, -1.6465338351,  1.2240485659
3111394948000 , -1.4660356092, -1.8164292297,  1.7794558475
3111414955000 , -1.0180566029, -1.8762107330,  2.3093775846
3111436763000 , -0.4624555262, -1.8271575716,  2.7742797866
3111457433000 ,  0.1390825187, -1.6925669638,  3.1317823255
3111474915000 ,  0.7192927787, -1.5130886135,  3.3403802431
3111494963000 ,  1.2163429342, -1.3380486636,  3.3645454182
3111516237000 ,  1.5833665876, -1.2141286574,  3.1803638350
3111534955000 ,  1.7950071144, -1.1746980246,  2.7811283694
3111555002000 ,  1.8495617952, -1.2317890979,  2.1812337181
3111574940000 ,  1.7666197682, -1.3725403399,  1.4171944885
3111594938000 ,  1.5812847250, -1.5613575690,  0.5454544376
3111614913000 ,  1.3362484667, -1.7475282188, -0.3632385325
3111634923000 ,  1.0731582044, -1.8764986911, -1.2324613998
3111655132000 ,  0.8253449075, -1.9024987117, -1.9905536389
3111674907000 ,  0.6136236143, -1.7993669725, -2.5805410808
3111694937000 ,  0.4454483609, -1.5668370121, -2.9677273945
3111714913000 ,  0.3172365678, -1.2310367206, -3.1435975964
3111734908000 ,  0.2187166881, -0.8386054474, -3.1248301125
3111755300000 ,  0.1380301117, -0.4457016035, -2.9476604041
3111774883000 ,  0.0661737451, -0.1043391748, -2.6587317816
3111794940000 , -0.0004976903,  0.1506199185, -2.3044282503
3111814902000 , -0.0601983107,  0.3106748012, -1.9211440170
3111834918000 , -0.1079425484,  0.3966404350, -1.5288634738
3111855545000 , -0.1391570036,  0.4543228741, -1.1297530806
3111874912000 , -0.1533032955,  0.5437273302, -0.7124493936
3111894958000 , -0.1560484893,  0.7237962232, -0.2612657143
3111914930000 , -0.1590130434,  1.0371665901,  0.2312905006
3111934903000 , -0.1771397549,  1.4972391256,  0.7526298789
3111955680000 , -0.2235276253,  2.0815153347,  1.2623252724
3111975078000 , -0.3037786423,  2.7331889381,  1.6899962765
3111994907000 , -0.4100986284,  3.3713523726,  1.9415432002
3112014873000 , -0.5180791764,  3.9086445081,  1.9122729083
3112034905000 , -0.5884058876,  4.2711838588,  1.5061318396
3112055948000 , -0.5711503786,  4.4178412124,  0.6582516713
3112075365000 , -0.4149130049,  4.3537928417, -0.6442222477
3112094918000 , -0.0782217553,  4.1348322599, -2.3481554741
3112115158000 ,  0.4585178730,  3.8611979621, -4.3307536092
3112134915000 ,  1.1839334334,  3.6609262576, -6.4085553781
3112154843000 ,  2.0512064354,  3.6660153979, -8.3589007496
3112174900000 ,  2.9797691613,  3.9859576791, -9.9504899103
3112194955000 ,  3.8636662469,  4.6837123172,-10.9786165602
3112214952000 ,  4.5854641148,  5.7592459914,-11.2988330278
3112234922000 ,  5.0335598892,  7.1444547485,-10.8530797333
3112255042000 ,  5.1196430067,  8.7108903438, -9.6826863911
3112274872000 ,  4.7934472063, 10.2888972301, -7.9255267703
3112294925000 ,  4.0517676870, 11.6950317440, -5.7970172438
3112314958000 ,  2.9400775396, 12.7625592450, -3.5578221884
3112334938000 ,  1.5465677408, 13.3692471181, -1.4735320766
3112355107000 , -0.0105672330, 13.4571583901,  0.2263730171
3112374918000 , -1.5999156651, 13.0409921370,  1.3831402851
3112394933000 , -3.0946859162, 12.2036524480,  1.9307032692
3112414945000 , -4.3883988950, 11.0798975306,  1.9012080154
3112434935000 , -5.4057516787,  9.8316584617,  1.4132720556
3112456083000 , -6.1072554017,  8.6198501854,  0.6453903727
3112474935000 , -6.4876607213,  7.5782075780, -0.2001366222
3112494950000 , -6.5690917495,  6.7937795194, -0.9357818269
3112515203000 , -6.3911831891,  6.2970429573, -1.4226309921
3112534945000 , -6.0007512529,  6.0628293707, -1.5932909726
3112555112000 , -5.4436085862,  6.0212391319, -1.4597751337
3112574918000 , -4.7599284507,  6.0754846098, -1.1055746113
3112594942000 , -3.9837540689,  6.1224865406, -0.6640629462
3112614942000 , -3.1459748565,  6.0722394943, -0.2882685619
3112634928000 , -2.2788163146,  5.8621417270, -0.1184212909
3112654933000 , -1.4202910733,  5.4642201123, -0.2538131437
3112674932000 , -0.6160493490,  4.8850488401, -0.7345281803
3112694973000 ,  0.0821466882,  4.1595224772, -1.5360496376
3112714955000 ,  0.6222969486,  3.3406122428, -2.5769382100
3112734942000 ,  0.9611899716,  2.4878374235, -3.7372138556
3112754952000 ,  1.0742045232,  1.6572953723, -4.8830474194
3112774923000 ,  0.9634308406,  0.8946554173, -5.8925369334
3112794937000 ,  0.6625070967,  0.2322276631, -6.6759740220
3112814943000 ,  0.2355173960, -0.3105173529, -7.1871658113
3112834932000 , -0.2303488661, -0.7243139911, -7.4242125899
3112854908000 , -0.6375184052, -1.0067100116, -7.4202847910
3112875363000 , -0.8939108662, -1.1594879422, -7.2274797858
3112894898000 , -0.9288928328, -1.1878757790, -6.8983856188
